Bezirk,Straße,Hausnummer,Zuschlag_bis_0319,Zuschlag_seit_0419,Differenz
11,Simmeringer Hauptstraße ,165,0.53,0.66,0.13
11,Simmeringer Hauptstraße ,173 - 175,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,190 - 192 / 1,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,198,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,251,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,48 / 1,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,46,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,50,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,43,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,42,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,37,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,30 - 32 / 2,0.0,0.0,0.0
11,Simmeringer Hauptstraße ,45,0.0,0.0,0.0
11,Strindberggasse ,2 / 1,0.53,0.66,0.13
11,Strindberggasse ,1 / 26,0.53,0.66,0.13
11,Studenygasse ,7 / 1,0.0,0.0,0.0
11,Thürnlhofstraße ,23 / 14,0.0,0.0,0.0
11,Thürnlhofstraße ,24 / 6,0.0,0.0,0.0
11,Udelweg ,17,0.0,0.0,0.0
11,Warneckestraße ,5,0.0,0.0,0.0
11,Weißenböckstraße ,1 / 1,0.0,0.0,0.0
11,Wilhelm-Kreß-Platz ,29 - 30 / 37,0.0,0.0,0.0
11,Wilhelm-Otto-Straße ,3,0.0,0.0,0.0
11,Zinnergasse ,6,0.0,0.0,0.0
11,Zippererstraße ,19 - 21 / 1,0.53,0.66,0.13
11,Zippererstraße ,16 / 16,0.0,0.0,0.0
11,Zippererstraße ,14 / 7,0.0,0.0,0.0
11,Zippererstraße ,14 / 10,0.0,0.0,0.0
11,Zwicklgasse ,4,0.0,0.0,0.0
11,Zwicklgasse ,3,0.0,0.0,0.0
11,Zwicklgasse ,1,0.0,0.0,0.0
11,Zwicklgasse ,5,0.0,0.0,0.0
11,Zwicklgasse ,7,0.0,0.0,0.0
11,Zwicklgasse ,11,0.0,0.0,0.0
11,Zwicklgasse ,9,0.0,0.0,0.0
11,Zwicklgasse ,15,0.0,0.0,0.0
12,Abermanngasse ,8,0.0,0.0,0.0
12,Abermanngasse ,6,0.0,0.0,0.0
12,Abermanngasse ,4,0.0,0.0,0.0
12,Aichholzgasse ,52,0.0,0.0,0.0
12,Aichholzgasse ,42,0.0,0.0,0.0
12,Aichholzgasse ,41,0.0,0.0,0.0
12,Aichholzgasse ,40,0.0,0.0,0.0
12,Aichholzgasse ,39,0.0,0.0,0.0
12,Aichholzgasse ,34,0.0,0.0,0.0
12,Aichholzgasse ,33,0.0,0.0,0.0
12,Aichholzgasse ,32,0.0,0.0,0.0
12,Aichholzgasse ,31,0.0,0.0,0.0
12,Aichholzgasse ,30,0.0,0.0,0.0
12,Aichholzgasse ,28,0.0,0.0,0.0
12,Aichholzgasse ,27,0.0,0.0,0.0
12,Aichholzgasse ,25,0.0,0.0,0.0
12,Aichholzgasse ,20 - 22,0.0,0.0,0.0
12,Aichholzgasse ,19,0.0,0.0,0.0
12,Aichholzgasse ,18,0.0,0.0,0.0
12,Aichholzgasse ,17,0.0,0.0,0.0
12,Aichholzgasse ,16,0.0,0.0,0.0
12,Aichholzgasse ,15,0.0,0.0,0.0
12,Aichholzgasse ,14,0.0,0.0,0.0
12,Aichholzgasse ,13,0.0,0.0,0.0
12,Aichholzgasse ,43,0.0,0.0,0.0
12,Aichholzgasse ,44,0.0,0.0,0.0
12,Aichholzgasse ,46,0.0,0.0,0.0
12,Aichholzgasse ,55,0.0,0.0,0.0
12,Aichholzgasse ,51 - 53,0.0,0.0,0.0
12,Aichholzgasse ,50,0.0,0.0,0.0
12,Aichholzgasse ,49,0.0,0.0,0.0
12,Aichholzgasse ,45,0.0,0.0,0.0
12,Aichholzgasse ,11 A,0.0,0.0,0.0
12,Aichholzgasse ,11,0.0,0.0,0.0
12,Aichholzgasse ,10,0.0,0.0,0.0
12,Aichholzgasse ,9,0.0,0.0,0.0
12,Aichholzgasse ,8,0.0,0.0,0.0
12,Aichholzgasse ,7,0.0,0.0,0.0
12,Aichholzgasse ,6,0.0,0.0,0.0
12,Aichholzgasse ,5,0.0,0.0,0.0
12,Aichholzgasse ,4,0.0,0.0,0.0
12,Aichholzgasse ,3,0.0,0.0,0.0
12,Aichhorngasse ,3 - 5 / 5,0.0,0.0,0.0
12,Aichhorngasse ,1,0.0,0.0,0.0
12,Aichhorngasse ,3 - 5 / 3,0.0,0.0,0.0
12,Aichhorngasse ,4,0.0,0.0,0.0
12,Aichhorngasse ,6,0.0,0.0,0.0
12,Aichhorngasse ,8,0.0,0.0,0.0
12,Aichhorngasse ,9,0.0,0.0,0.0
12,Aichhorngasse ,10,0.0,0.0,0.0
12,Aichhorngasse ,11,0.0,0.0,0.0
12,Aichhorngasse ,12,0.0,0.0,0.0
12,Aichhorngasse ,13,0.0,0.0,0.0
12,Aichhorngasse ,14,0.0,0.0,0.0
12,Aichhorngasse ,15,0.0,0.0,0.0
12,Aichhorngasse ,16 / 1,0.0,0.0,0.0
12,Albrechtsbergergasse ,26 / 1,0.0,0.0,0.0
12,Albrechtsbergergasse ,24,0.0,0.0,0.0
12,Albrechtsbergergasse ,20,0.0,0.0,0.0
12,Albrechtsbergergasse ,19,0.0,0.0,0.0
12,Albrechtsbergergasse ,18,0.0,0.0,0.0
12,Albrechtsbergergasse ,17,0.0,0.0,0.0
12,Albrechtsbergergasse ,16,0.0,0.0,0.0
12,Albrechtsbergergasse ,15,0.0,0.0,0.0
12,Albrechtsbergergasse ,21,0.0,0.0,0.0
12,Albrechtsbergergasse ,14,0.0,0.0,0.0
12,Albrechtsbergergasse ,12,0.0,0.0,0.0
12,Albrechtsbergergasse ,10,0.0,0.0,0.0
12,Albrechtsbergergasse ,9,0.0,0.0,0.0
12,Albrechtsbergergasse ,7,0.0,0.0,0.0
12,Albrechtsbergergasse ,5,0.0,0.0,0.0
12,Albrechtsbergergasse ,13,0.0,0.0,0.0
12,Albrechtsbergergasse ,30,0.0,0.0,0.0
12,Albrechtsbergergasse ,29,0.0,0.0,0.0
12,Albrechtsbergergasse ,3,0.0,0.0,0.0
12,Albrechtsbergergasse ,28,0.0,0.0,0.0
12,Albrechtsbergergasse ,27,0.0,0.0,0.0
12,Albrechtsbergergasse ,26 / 2,0.0,0.0,0.0
12,Albrechtsbergergasse ,31,0.0,0.0,0.0
12,Albrechtsbergergasse ,33,0.0,0.0,0.0
12,Albrechtsbergergasse ,34 / 1,0.0,0.0,0.0
12,Albrechtsbergergasse ,34 / 2,0.0,0.0,0.0
12,Albrechtsbergergasse ,39,0.0,0.0,0.0
12,Albrechtsbergergasse ,37,0.0,0.0,0.0
12,Albrechtsbergergasse ,35,0.0,0.0,0.0
12,Altmannsdorfer Straße ,21 - 23 / 1,1.36,1.49,0.13
12,Altmannsdorfer Straße ,20,1.36,1.49,0.13
12,Altmannsdorfer Straße ,18 A,1.36,1.49,0.13
12,Altmannsdorfer Straße ,10 - 14 / 910,1.36,1.49,0.13
12,Altmannsdorfer Straße ,10 - 14,1.36,1.49,0.13
12,Altmannsdorfer Straße ,8,1.36,1.49,0.13
12,Altmannsdorfer Straße ,6,1.36,1.49,0.13
12,Altmannsdorfer Straße ,4,1.36,1.49,0.13
12,Altmannsdorfer Straße ,3,1.36,1.49,0.13
12,Altmannsdorfer Straße ,46,1.36,1.49,0.13
12,Altmannsdorfer Straße ,40 / 6,0.0,0.0,0.0
12,Altmannsdorfer Straße ,40 / 5,0.0,0.0,0.0
12,Altmannsdorfer Straße ,40 / 4,0.0,0.0,0.0
12,Altmannsdorfer Straße ,40 / 3,0.0,0.0,0.0
12,Altmannsdorfer Straße ,38,0.0,0.0,0.0
12,Altmannsdorfer Straße ,34,0.0,0.0,0.0
12,Altmannsdorfer Straße ,32,0.0,0.0,0.0
12,Altmannsdorfer Straße ,28,0.0,0.0,0.0
12,Altmannsdorfer Straße ,27,1.36,1.49,0.13
12,Altmannsdorfer Straße ,25,1.36,1.49,0.13
12,Altmannsdorfer Straße ,48,1.36,1.49,0.13
12,Altmannsdorfer Straße ,24,1.36,1.49,0.13
12,Altmannsdorfer Straße ,22,1.36,1.49,0.13
12,Altmannsdorfer Straße ,23 A,1.36,1.49,0.13
12,Altmannsdorfer Straße ,50,1.36,1.49,0.13
12,Altmannsdorfer Straße ,52 - 54,1.36,1.49,0.13
12,Altmannsdorfer Straße ,56,1.36,1.49,0.13
12,Altmannsdorfer Straße ,111,1.36,1.49,0.13
12,Altmannsdorfer Straße ,109,0.0,0.0,0.0
12,Altmannsdorfer Straße ,107,0.0,0.0,0.0
12,Altmannsdorfer Straße ,105,0.0,0.0,0.0
12,Altmannsdorfer Straße ,103,0.0,0.0,0.0
12,Altmannsdorfer Straße ,101,0.0,0.0,0.0
12,Altmannsdorfer Straße ,95 - 99 / 6,0.0,0.0,0.0
12,Altmannsdorfer Straße ,95 - 99 / 1,0.0,0.0,0.0
12,Altmannsdorfer Straße ,95 - 99 / 7,0.0,0.0,0.0
12,Altmannsdorfer Straße ,95 - 99 / 3,0.0,0.0,0.0
12,Altmannsdorfer Straße ,95 - 99 / 4,0.0,0.0,0.0
12,Altmannsdorfer Straße ,95 - 99 / 5,0.0,0.0,0.0
12,Altmannsdorfer Straße ,95 - 99 / 2,0.0,0.0,0.0
12,Altmannsdorfer Straße ,21 - 23 / 5,1.36,1.49,0.13
12,Altmannsdorfer Straße ,21 - 23 / 4,1.36,1.49,0.13
12,Altmannsdorfer Straße ,21 - 23 / 3,1.36,1.49,0.13
12,Altmannsdorfer Straße ,21 - 23 / 2,1.36,1.49,0.13
12,Am Fasangarten ,37,3.34,3.63,0.29
12,Am Fasangarten ,35,3.34,3.63,0.29
12,Am Fasangarten ,33,3.34,3.63,0.29
12,Am Fasangarten ,31,3.34,3.63,0.29
12,Am Fasangarten ,29,1.36,1.49,0.13
12,Am Fasangarten ,27,1.36,1.49,0.13
12,Am Fasangarten ,23,1.36,1.49,0.13
12,Am Fasangarten ,9,1.36,1.49,0.13
12,Am Fasangarten ,13,3.34,3.63,0.29
12,Am Fasangarten ,15,3.34,3.63,0.29
12,Am Fasangarten ,17,3.34,3.63,0.29
12,Am Fasangarten ,19,3.34,3.63,0.29
12,Am Fasangarten ,21,1.36,1.49,0.13
12,Am Schöpfwerk ,27,0.53,0.66,0.13
12,Am Schöpfwerk ,31 / 1,0.53,0.66,0.13
12,Am Schöpfwerk ,56 / 1,0.53,0.66,0.13
12,An den Eisteichen ,4 - 6,0.0,0.0,0.0
12,An den Eisteichen ,7,0.0,0.0,0.0
12,An den Eisteichen ,10,0.0,0.0,0.0
12,Anton-Scharff-Gasse ,7 - 9,0.0,0.0,0.0
12,Anton-Scharff-Gasse ,6,0.0,0.0,0.0
12,Anton-Scharff-Gasse ,5,0.0,0.0,0.0
12,Anton-Scharff-Gasse ,4,0.0,0.0,0.0
12,Anton-Scharff-Gasse ,3,0.0,0.0,0.0
12,Arndtstraße ,21 / 9,0.0,0.0,0.0
12,Arndtstraße ,21 / 10,0.0,0.0,0.0
12,Arndtstraße ,21 / 11,0.0,0.0,0.0
12,Arndtstraße ,21 / 3,0.0,0.0,0.0
12,Arndtstraße ,21 / 4,0.0,0.0,0.0
12,Arndtstraße ,21 / 5,0.0,0.0,0.0
12,Arndtstraße ,21 / 6,0.0,0.0,0.0
12,Arndtstraße ,21 / 7,0.0,0.0,0.0
12,Arndtstraße ,21 / 2,0.0,0.0,0.0
12,Arndtstraße ,22,0.0,0.0,0.0
12,Arndtstraße ,28,0.0,0.0,0.0
12,Arndtstraße ,28 A,0.0,0.0,0.0
12,Arndtstraße ,30 / 1,0.0,0.0,0.0
12,Arndtstraße ,21 / 8,0.0,0.0,0.0
12,Arndtstraße ,21 / 1,0.0,0.0,0.0
12,Arndtstraße ,19,0.0,0.0,0.0
12,Arndtstraße ,1 / 2,1.36,1.49,0.13
12,Arndtstraße ,1 / 17,1.36,1.49,0.13
12,Arndtstraße ,1 / 16,1.36,1.49,0.13
12,Arndtstraße ,1 / 15,1.36,1.49,0.13
12,Arndtstraße ,1 / 7,1.36,1.49,0.13
12,Arndtstraße ,1 / 8,1.36,1.49,0.13
12,Arndtstraße ,1 / 9,1.36,1.49,0.13
12,Arndtstraße ,1 / 10,1.36,1.49,0.13
12,Arndtstraße ,1 / 4,1.36,1.49,0.13
12,Arndtstraße ,1 / 5,1.36,1.49,0.13
12,Arndtstraße ,1 / 11,1.36,1.49,0.13
12,Arndtstraße ,1 / 12,1.36,1.49,0.13
12,Arndtstraße ,1 / 13,1.36,1.49,0.13
12,Arndtstraße ,1 / 14,1.36,1.49,0.13
12,Arndtstraße ,2,0.0,0.0,0.0
12,Arndtstraße ,4,0.0,0.0,0.0
12,Arndtstraße ,6 / 2,0.0,0.0,0.0
12,Arndtstraße ,6 / 1,0.0,0.0,0.0
12,Arndtstraße ,8,0.0,0.0,0.0
12,Arndtstraße ,10,0.0,0.0,0.0
12,Arndtstraße ,11,0.0,0.0,0.0
12,Arndtstraße ,12,0.0,0.0,0.0
12,Arndtstraße ,13,0.0,0.0,0.0
12,Arndtstraße ,17 / 1,0.0,0.0,0.0
12,Arndtstraße ,17 / 2,0.0,0.0,0.0
12,Arndtstraße ,18,0.0,0.0,0.0
12,Arndtstraße ,20,0.0,0.0,0.0
12,Arndtstraße ,1 / 19,1.36,1.49,0.13
12,Arndtstraße ,1 / 18,1.36,1.49,0.13
12,Arndtstraße ,1 / 3,1.36,1.49,0.13
12,Arndtstraße ,30 / 2,0.0,0.0,0.0
12,Arndtstraße ,30 / 3,0.0,0.0,0.0
12,Arndtstraße ,31 - 33 / 2,1.36,1.49,0.13
12,Arndtstraße ,31 - 33 / 3,1.36,1.49,0.13
12,Arndtstraße ,31 - 33 / 4,1.36,1.49,0.13
12,Arndtstraße ,31 - 33 / 5,1.36,1.49,0.13
12,Arndtstraße ,31 - 33 / 6,1.36,1.49,0.13
12,Arndtstraße ,35 - 37,1.36,1.49,0.13
12,Arndtstraße ,39,0.0,0.0,0.0
12,Arndtstraße ,40 / 1,0.0,0.0,0.0
12,Arndtstraße ,79,0.0,0.0,0.0
12,Arndtstraße ,80,0.0,0.0,0.0
12,Arndtstraße ,81 - 83,0.0,0.0,0.0
12,Arndtstraße ,82,0.0,0.0,0.0
12,Arndtstraße ,84,0.0,0.0,0.0
12,Arndtstraße ,85,0.0,0.0,0.0
12,Arndtstraße ,86,0.0,0.0,0.0
12,Arndtstraße ,87,0.0,0.0,0.0
12,Arndtstraße ,88,0.0,0.0,0.0
12,Arndtstraße ,89,0.0,0.0,0.0
12,Arndtstraße ,90,0.0,0.0,0.0
12,Arndtstraße ,96,0.0,0.0,0.0
12,Arndtstraße ,98,0.0,0.0,0.0
12,Arndtstraße ,78,0.0,0.0,0.0
12,Arndtstraße ,77,0.0,0.0,0.0
12,Arndtstraße ,40 / 2,0.0,0.0,0.0
12,Arndtstraße ,40 / 3,0.0,0.0,0.0
12,Arndtstraße ,40 / 4,0.0,0.0,0.0
12,Arndtstraße ,40 / 5,0.0,0.0,0.0
12,Arndtstraße ,40 / 6,0.0,0.0,0.0
12,Arndtstraße ,40 / 7,0.0,0.0,0.0
12,Arndtstraße ,42,0.0,0.0,0.0
12,Arndtstraße ,47,1.36,1.49,0.13
12,Arndtstraße ,48 / 2,0.0,0.0,0.0
12,Arndtstraße ,49,0.0,0.0,0.0
12,Arndtstraße ,50,0.0,0.0,0.0
12,Arndtstraße ,51,0.0,0.0,0.0
12,Arndtstraße ,53,0.0,0.0,0.0
12,Arndtstraße ,56 / 1,0.0,0.0,0.0
12,Arndtstraße ,56 / 2,0.0,0.0,0.0
12,Arndtstraße ,58,0.0,0.0,0.0
12,Arndtstraße ,60,0.0,0.0,0.0
12,Arndtstraße ,62,0.0,0.0,0.0
12,Arndtstraße ,64,0.0,0.0,0.0
12,Arndtstraße ,66,0.0,0.0,0.0
12,Arndtstraße ,72,0.0,0.0,0.0
12,Arndtstraße ,74 - 76,0.0,0.0,0.0
12,Arndtstraße ,74 - 76 / 1,0.0,0.0,0.0
12,Arndtstraße ,75,0.0,0.0,0.0
12,Arndtstraße ,1 / 1,1.36,1.49,0.13
12,Arndtstraße ,1 / 6,1.36,1.49,0.13
12,Arndtstraße ,1 / 20,1.36,1.49,0.13
12,Arnsburggasse ,3,1.36,1.49,0.13
12,Arnsburggasse ,2,1.36,1.49,0.13
12,Arnsburggasse ,1,1.36,1.49,0.13
12,Aßmayergasse ,23,0.0,0.0,0.0
12,Aßmayergasse ,8,0.0,0.0,0.0
12,Aßmayergasse ,6,0.0,0.0,0.0
12,Aßmayergasse ,5 - 7 / 2,1.36,1.49,0.13
12,Aßmayergasse ,5 - 7 / 1,1.36,1.49,0.13
12,Aßmayergasse ,24,0.0,0.0,0.0
12,Aßmayergasse ,22,0.0,0.0,0.0
12,Aßmayergasse ,18 - 20,0.0,0.0,0.0
12,Aßmayergasse ,11,1.36,1.49,0.13
12,Aßmayergasse ,10,0.0,0.0,0.0
12,Aßmayergasse ,9,1.36,1.49,0.13
12,Aßmayergasse ,25 / 4,0.0,0.0,0.0
12,Aßmayergasse ,26,0.0,0.0,0.0
12,Aßmayergasse ,27 / 3,0.0,0.0,0.0
12,Aßmayergasse ,30,0.0,0.0,0.0
12,Aßmayergasse ,28,0.0,0.0,0.0
12,Aßmayergasse ,32,0.0,0.0,0.0
12,Aßmayergasse ,54,0.0,0.0,0.0
12,Aßmayergasse ,44,0.0,0.0,0.0
12,Aßmayergasse ,42,0.0,0.0,0.0
12,Aßmayergasse ,40,0.0,0.0,0.0
12,Aßmayergasse ,38,0.0,0.0,0.0
12,Aßmayergasse ,36,0.0,0.0,0.0
12,Aßmayergasse ,35,0.0,0.0,0.0
12,Aßmayergasse ,56,0.0,0.0,0.0
12,Aßmayergasse ,34,0.0,0.0,0.0
12,Aßmayergasse ,33 / 1,0.0,0.0,0.0
12,Aßmayergasse ,58,0.0,0.0,0.0
12,Aßmayergasse ,60,0.0,0.0,0.0
12,Aßmayergasse ,59,1.36,1.49,0.13
12,Aßmayergasse ,76,0.0,0.0,0.0
12,Aßmayergasse ,74,0.0,0.0,0.0
12,Aßmayergasse ,71,1.36,1.49,0.13
12,Aßmayergasse ,69,1.36,1.49,0.13
12,Aßmayergasse ,67,1.36,1.49,0.13
12,Aßmayergasse ,66,0.0,0.0,0.0
12,Aßmayergasse ,31 / 2,0.0,0.0,0.0
12,Aßmayergasse ,4,0.0,0.0,0.0
12,Aßmayergasse ,3,1.36,1.49,0.13
12,Belghofergasse ,51 - 53 / 3,0.0,0.0,0.0
12,Belghofergasse ,51 - 53 / 1,0.0,0.0,0.0
12,Belghofergasse ,52,0.0,0.0,0.0
12,Belghofergasse ,51 - 53 / 2,0.0,0.0,0.0
12,Belghofergasse ,27,0.0,0.0,0.0
12,Belghofergasse ,29,0.0,0.0,0.0
12,Belghofergasse ,30,0.0,0.0,0.0
12,Belghofergasse ,31,0.0,0.0,0.0
12,Belghofergasse ,32,0.0,0.0,0.0
12,Belghofergasse ,33,0.0,0.0,0.0
12,Belghofergasse ,34,0.0,0.0,0.0
12,Belghofergasse ,35,0.0,0.0,0.0
12,Belghofergasse ,51 - 53 / 4,0.0,0.0,0.0
12,Belghofergasse ,50,0.0,0.0,0.0
12,Belghofergasse ,49,0.0,0.0,0.0
12,Belghofergasse ,48,0.0,0.0,0.0
12,Belghofergasse ,47,1.36,1.49,0.13
12,Belghofergasse ,46,0.0,0.0,0.0
12,Belghofergasse ,41,0.0,0.0,0.0
12,Belghofergasse ,40,0.0,0.0,0.0
12,Belghofergasse ,38,0.0,0.0,0.0
12,Belghofergasse ,42,0.0,0.0,0.0
12,Bendlgasse ,29,0.0,0.0,0.0
12,Bendlgasse ,30,0.0,0.0,0.0
12,Bendlgasse ,31,0.0,0.0,0.0
12,Bendlgasse ,32,0.0,0.0,0.0
12,Bendlgasse ,34,0.0,0.0,0.0
12,Bendlgasse ,27,0.0,0.0,0.0
12,Bendlgasse ,25,0.0,0.0,0.0
12,Bendlgasse ,24,0.0,0.0,0.0
12,Bendlgasse ,23,0.0,0.0,0.0
12,Bendlgasse ,10 - 12,0.0,0.0,0.0
12,Bendlgasse ,9,0.0,0.0,0.0
12,Bendlgasse ,8 / 3,0.0,0.0,0.0
12,Bendlgasse ,8 / 1,0.0,0.0,0.0
12,Bendlgasse ,8 / 2,0.0,0.0,0.0
12,Bendlgasse ,7,0.0,0.0,0.0
12,Bendlgasse ,11,0.0,0.0,0.0
12,Bendlgasse ,6,0.0,0.0,0.0
12,Bendlgasse ,2,0.0,0.0,0.0
12,Bendlgasse ,1,0.0,0.0,0.0
12,Bendlgasse ,4,0.0,0.0,0.0
12,Bendlgasse ,13,0.0,0.0,0.0
12,Bendlgasse ,15,0.0,0.0,0.0
12,Bendlgasse ,22,0.0,0.0,0.0
12,Bendlgasse ,21,0.0,0.0,0.0
12,Bendlgasse ,14,0.0,0.0,0.0
12,Bendlgasse ,20,0.0,0.0,0.0
12,Bendlgasse ,19,0.0,0.0,0.0
12,Bendlgasse ,18,0.0,0.0,0.0
12,Bendlgasse ,17,0.0,0.0,0.0
12,Bendlgasse ,16,0.0,0.0,0.0
12,Bethlengasse ,1,0.0,0.0,0.0
12,Bethlengasse ,2,0.0,0.0,0.0
12,Bethlengasse ,4,0.0,0.0,0.0
12,Bethlengasse ,3,0.0,0.0,0.0
12,Bethlengasse ,5,0.0,0.0,0.0
12,Bethlengasse ,7,0.0,0.0,0.0
12,Bethlengasse ,8,0.0,0.0,0.0
12,Bethlengasse ,9,0.0,0.0,0.0
12,Bethlengasse ,10,0.0,0.0,0.0
12,Bethlengasse ,11,0.0,0.0,0.0
12,Bethlengasse ,12,0.0,0.0,0.0
12,Bethlengasse ,13,0.0,0.0,0.0
12,Betty-Roose-Weg ,2 / 1,1.36,1.49,0.13
12,Betty-Roose-Weg ,2 / 2,1.36,1.49,0.13
12,Betty-Roose-Weg ,1,1.36,1.49,0.13
12,Bischoffgasse ,29,0.0,0.0,0.0
12,Bischoffgasse ,27,0.0,0.0,0.0
12,Bischoffgasse ,25,0.0,0.0,0.0
12,Bischoffgasse ,24,0.0,0.0,0.0
12,Bischoffgasse ,23,0.0,0.0,0.0
12,Bischoffgasse ,21,0.0,0.0,0.0
12,Bischoffgasse ,20,0.0,0.0,0.0
12,Bischoffgasse ,19,0.0,0.0,0.0
12,Bischoffgasse ,18,0.0,0.0,0.0
12,Bischoffgasse ,16,0.0,0.0,0.0
12,Bischoffgasse ,14,1.36,1.49,0.13
12,Bischoffgasse ,13,0.0,0.0,0.0
12,Bischoffgasse ,12,1.36,1.49,0.13
12,Bischoffgasse ,11,0.0,0.0,0.0
12,Bischoffgasse ,10,1.36,1.49,0.13
12,Bischoffgasse ,9,0.0,0.0,0.0
12,Bischoffgasse ,7,0.0,0.0,0.0
12,Bischoffgasse ,22,0.0,0.0,0.0
12,Bischoffgasse ,5,0.0,0.0,0.0
12,Bischoffgasse ,3,0.0,0.0,0.0
12,Boergasse ,16,0.0,0.0,0.0
12,Boergasse ,14,0.0,0.0,0.0
12,Boergasse ,12,0.0,0.0,0.0
12,Boergasse ,10,0.0,0.0,0.0
12,Boergasse ,6,0.0,0.0,0.0
12,Boergasse ,4,0.0,0.0,0.0
12,Boergasse ,8,0.0,0.0,0.0
12,Bonygasse ,68,0.0,0.0,0.0
12,Bonygasse ,68 A,0.0,0.0,0.0
12,Bonygasse ,65,0.0,0.0,0.0
12,Bonygasse ,63,0.0,0.0,0.0
12,Bonygasse ,61,0.0,0.0,0.0
12,Bonygasse ,30,0.0,0.0,0.0
12,Bonygasse ,50,0.0,0.0,0.0
12,Bonygasse ,52,0.0,0.0,0.0
12,Bonygasse ,53,0.0,0.0,0.0
12,Bonygasse ,54,0.0,0.0,0.0
12,Bonygasse ,55,0.0,0.0,0.0
12,Bonygasse ,56,0.0,0.0,0.0
12,Bonygasse ,49,0.0,0.0,0.0
12,Bonygasse ,58,0.0,0.0,0.0
12,Bonygasse ,60,0.0,0.0,0.0
12,Bonygasse ,48,0.0,0.0,0.0
12,Bonygasse ,44,0.0,0.0,0.0
12,Bonygasse ,31 / 4,0.0,0.0,0.0
12,Bonygasse ,31 / 5,0.0,0.0,0.0
12,Bonygasse ,31 / 3,0.0,0.0,0.0
12,Bonygasse ,32 / 1,0.0,0.0,0.0
12,Bonygasse ,32 / 2,0.0,0.0,0.0
12,Bonygasse ,36,0.0,0.0,0.0
12,Bonygasse ,37,0.0,0.0,0.0
12,Bonygasse ,10,0.0,0.0,0.0
12,Bonygasse ,5,0.0,0.0,0.0
12,Bonygasse ,6 - 8,0.0,0.0,0.0
12,Bonygasse ,9 - 13 / 1,0.0,0.0,0.0
12,Bonygasse ,9 - 13 / 2,0.0,0.0,0.0
12,Bonygasse ,16 - 18,0.0,0.0,0.0
12,Bonygasse ,17,0.0,0.0,0.0
12,Bonygasse ,19,0.0,0.0,0.0
12,Bonygasse ,21 - 23,0.0,0.0,0.0
12,Bonygasse ,22,0.0,0.0,0.0
12,Bonygasse ,24,0.0,0.0,0.0
12,Bonygasse ,26,0.0,0.0,0.0
12,Bonygasse ,27,0.0,0.0,0.0
12,Bonygasse ,28,0.0,0.0,0.0
12,Bonygasse ,29,0.0,0.0,0.0
12,Bonygasse ,20,0.0,0.0,0.0
12,Bonygasse ,12,0.0,0.0,0.0
12,Bonygasse ,2 - 4,0.0,0.0,0.0
12,Bonygasse ,77,0.0,0.0,0.0
12,Bonygasse ,75,0.0,0.0,0.0
12,Breitenfurter Straße ,26,0.0,0.0,0.0
12,Breitenfurter Straße ,24,0.0,0.0,0.0
12,Breitenfurter Straße ,21,0.0,0.0,0.0
12,Breitenfurter Straße ,18,0.0,0.0,0.0
12,Breitenfurter Straße ,16,0.0,0.0,0.0
12,Breitenfurter Straße ,12 - 14,1.36,1.49,0.13
12,Breitenfurter Straße ,8 - 10,1.36,1.49,0.13
12,Breitenfurter Straße ,6,1.36,1.49,0.13
12,Breitenfurter Straße ,4,1.36,1.49,0.13
12,Breitenfurter Straße ,1 / 1,0.0,0.0,0.0
12,Breitenfurter Straße ,29,0.0,0.0,0.0
12,Breitenfurter Straße ,31,0.0,0.0,0.0
12,Breitenfurter Straße ,32,1.36,1.49,0.13
12,Breitenfurter Straße ,34,1.36,1.49,0.13
12,Breitenfurter Straße ,36,1.36,1.49,0.13
12,Breitenfurter Straße ,38,1.36,1.49,0.13
12,Breitenfurter Straße ,53,0.0,0.0,0.0
12,Breitenfurter Straße ,55,0.0,0.0,0.0
12,Breitenfurter Straße ,60,1.36,1.49,0.13
12,Breitenfurter Straße ,83,0.0,0.0,0.0
12,Breitenfurter Straße ,84,1.36,1.49,0.13
12,Breitenfurter Straße ,86,1.36,1.49,0.13
12,Breitenfurter Straße ,87,0.0,0.0,0.0
12,Breitenfurter Straße ,93,0.0,0.0,0.0
12,Breitenfurter Straße ,133,0.0,0.0,0.0
12,Breitenfurter Straße ,135,0.0,0.0,0.0
12,Breitenfurter Straße ,137,0.0,0.0,0.0
12,Breitenfurter Straße ,183,0.0,0.0,0.0
12,Breitenfurter Straße ,101,0.0,0.0,0.0
12,Brockmanngasse ,4 / 2,1.36,1.49,0.13
12,Brockmanngasse ,4 / 1,1.36,1.49,0.13
12,Brockmanngasse ,3 / 1,1.36,1.49,0.13
12,Brockmanngasse ,2 / 1,1.36,1.49,0.13
12,Brockmanngasse ,2 / 2,1.36,1.49,0.13
12,Brockmanngasse ,1 / 2,1.36,1.49,0.13
12,Brockmanngasse ,1 / 1,1.36,1.49,0.13
