Bauperiode,Bezirk,Adresse
1848 -1918,15,Oeverseestraße 45
Keine Angabe,15,Tautenhayngasse 19
1848 -1918,15,Tautenhayngasse 18
1848 -1918,15,Tautenhayngasse 17
1848 -1918,15,Tautenhayngasse 16
Keine Angabe,15,Tautenhayngasse 15
1848 -1918,15,Tautenhayngasse 14
1848 -1918,15,Tautenhayngasse 13
nach 1945,15,Tautenhayngasse 10
nach 1945,15,Tautenhayngasse 3
1919 - 1945,15,Tautenhayngasse 2 - 8 / 1
1919 - 1945,15,Tautenhayngasse 2 - 8 / 9
1919 - 1945,15,Tautenhayngasse 2 - 8 / 2
1919 - 1945,15,Tautenhayngasse 2 - 8 / 3
1919 - 1945,15,Tautenhayngasse 2 - 8 / 4
1919 - 1945,15,Tautenhayngasse 2 - 8 / 5
1848 -1918,15,Tautenhayngasse 20
1919 - 1945,15,Tautenhayngasse 2 - 8 / 6
nach 1945,15,Tautenhayngasse 21
nach 1945,15,Tautenhayngasse 22
1848 -1918,15,Tautenhayngasse 33
1848 -1918,15,Tautenhayngasse 31
1848 -1918,15,Tautenhayngasse 29
1919 - 1945,15,Tautenhayngasse 28 / 10
1919 - 1945,15,Tautenhayngasse 28 / 7
1919 - 1945,15,Tautenhayngasse 28 / 3
1919 - 1945,15,Tautenhayngasse 28 / 2
1919 - 1945,15,Tautenhayngasse 28 / 8
1919 - 1945,15,Tautenhayngasse 28 / 6
1848 -1918,15,Tautenhayngasse 28 / 1
1919 - 1945,15,Tautenhayngasse 28 / 5
1919 - 1945,15,Tautenhayngasse 28 / 4
1919 - 1945,15,Tautenhayngasse 28 / 9
1848 -1918,15,Tautenhayngasse 27
nach 1945,15,Tautenhayngasse 24
1848 -1918,15,Tautenhayngasse 35
1919 - 1945,15,Tautenhayngasse 2 - 8 / 8
nach 1945,15,Tautenhayngasse 1
nach 1945,15,Pilgerimgasse 3
nach 1945,15,Schanzstraße 44
1848 -1918,15,Schanzstraße 42
1848 -1918,15,Schanzstraße 40
1848 -1918,15,Schanzstraße 38
1848 -1918,15,Schanzstraße 36
1848 -1918,15,Schanzstraße 34
1848 -1918,15,Schanzstraße 32
1848 -1918,15,Schanzstraße 26
1848 -1918,15,Schanzstraße 24
nach 1945,15,Schanzstraße 20 - 22
nach 1945,15,Schanzstraße 18
1919 - 1945,15,Schanzstraße 14
nach 1945,15,Reindorfgasse 3
1919 - 1945,15,Pilgerimgasse 4 - 6 / 1
1919 - 1945,15,Tautenhayngasse 2 - 8 / 7
1919 - 1945,15,Pilgerimgasse 4 - 6 / 2
1919 - 1945,15,Pilgerimgasse 4 - 6 / 4
1848 -1918,15,Pilgerimgasse 27
nach 1945,15,Pilgerimgasse 25
1919-1945,15,Pilgerimgasse 22 - 24 / 4
1919-1945,15,Pilgerimgasse 22 - 24 / 1
1919-1945,15,Pilgerimgasse 22 - 24
1919-1945,15,Pilgerimgasse 22 - 24 / 2
1919-1945,15,Pilgerimgasse 22 - 24 / 5
1919-1945,15,Pilgerimgasse 22 - 24 / 3
nach 1945,15,Pilgerimgasse 21 - 23 / 2
nach 1945,15,Pilgerimgasse 21 - 23 / 1
1848 -1918,15,Pilgerimgasse 19
1848 -1918,15,Pilgerimgasse 8
1848 -1918,15,Pilgerimgasse 5
1919 - 1945,15,Pilgerimgasse 4 - 6 / 5
1919 - 1945,15,Pilgerimgasse 4 - 6 / 3
1848 -1918,15,Oeverseestraße 49
nach 1945,15,Behselgasse 3
nach 1945,15,Behselgasse 4
nach 1945,15,Oeverseestraße 13 - 19 / 4
nach 1945,15,Oeverseestraße 13 - 19 / 3
nach 1945,15,Oeverseestraße 13 - 19 / 2
nach 1945,15,Oeverseestraße 13 - 19 / 14
nach 1945,15,Oeverseestraße 13 - 19 / 13
1919-1945,15,Oeverseestraße 12
1919-1945,15,Oeverseestraße 10
nach 1945,15,Oeverseestraße 9
1919-1945,15,Oeverseestraße 8
nach 1945,15,Oeverseestraße 7
1919-1945,15,Oeverseestraße 6
1919-1945,15,Oeverseestraße 4
nach 1945,15,Oeverseestraße 2 B
1919-1945,15,Oeverseestraße 2
nach 1945,15,Oeverseestraße 13 - 19 / 5
nach 1945,15,Oeverseestraße 13 - 19 / 12
nach 1945,15,Oeverseestraße 13 - 19 / 8
Keine Angabe,15,Oeverseestraße 33
1919-1945,15,Oeverseestraße 25 - 29 / 5
1919-1945,15,Oeverseestraße 25 - 29 / 1
1919-1945,15,Oeverseestraße 25 - 29 / 3
1919-1945,15,Oeverseestraße 25 - 29 / 2
1919-1945,15,Oeverseestraße 25 - 29 / 6
1919-1945,15,Oeverseestraße 25 - 29 / 4
nach 1945,15,Oeverseestraße 13 - 19 / 6
nach 1945,15,Oeverseestraße 13 - 19 / 1
nach 1945,15,Oeverseestraße 13 - 19 / 11
nach 1945,15,Oeverseestraße 13 - 19 / 10
nach 1945,15,Oeverseestraße 13 - 19 / 9
nach 1945,15,Oeverseestraße 13 - 19 / 7
nach 1945,15,Auf der Schmelz 10
nach 1945,15,Auf der Schmelz 6 A
1919-1945,15,Possingergasse 3
nach 1945,15,Ibsenstraße 34
nach 1945,15,Ibsenstraße 32
nach 1945,15,Ibsenstraße 30
nach 1945,15,Ibsenstraße 28
nach 1945,15,Ibsenstraße 26
nach 1945,15,Ibsenstraße 24
Keine Angabe,15,Ibsenstraße 12
nach 1945,15,Ibsenstraße 1
nach 1945,15,Schraufgasse 4
nach 1945,15,Schraufgasse 3
nach 1945,15,Schraufgasse 2
nach 1945,15,Behselgasse 5
nach 1945,15,Auf der Schmelz 6
1919-1945,15,Possingergasse 5
1919-1945,15,Possingergasse 9
nach 1945,15,Auf der Schmelz 4
1919 - 1945,15,Possingergasse 35
1919 - 1945,15,Possingergasse 33
1919 - 1945,15,Possingergasse 31
1919 - 1945,15,Possingergasse 29
1919 - 1945,15,Possingergasse 27
1919 - 1945,15,Possingergasse 25
1919-1945,15,Possingergasse 23
1919-1945,15,Possingergasse 21
1919-1945,15,Possingergasse 19
1919-1945,15,Possingergasse 17
1919-1945,15,Possingergasse 15
1919-1945,15,Possingergasse 13
1919-1945,15,Possingergasse 11
1919-1945,15,Possingergasse 7
1848 -1918,15,Hütteldorfer Straße 77
1848 -1918,15,Hütteldorfer Straße 79
1848 -1918,15,Hütteldorfer Straße 81
1848 -1918,15,Stättermayergasse 4
1848 -1918,15,Stättermayergasse 5
1848 -1918,15,Stättermayergasse 6
1848 -1918,15,Stättermayergasse 7
nach 1945,15,Stättermayergasse 8
1848 -1918,15,Stättermayergasse 9
1848 -1918,15,Stättermayergasse 15
1848 -1918,15,Stättermayergasse 16
Keine Angabe,15,Stättermayergasse 17
1848 -1918,15,Stättermayergasse 18
nach 1945,15,Stättermayergasse 19
nach 1945,15,Stättermayergasse 20
1848 -1918,15,Stättermayergasse 21
1848 -1918,15,Stättermayergasse 22
1848 -1918,15,Stättermayergasse 23
1848 -1918,15,Stättermayergasse 3
nach 1945,15,Stättermayergasse 27 - 29
1848 -1918,15,Stättermayergasse 2
1848 -1918,15,Reithofferplatz 16
1919 - 1945,15,Schweglerstraße 52
nach 1945,15,Schweglerstraße 53
1848 -1918,15,Schweglerstraße 58
1848 -1918,15,Reithofferplatz 1
Keine Angabe,15,Reithofferplatz 2
Keine Angabe,15,Reithofferplatz 4
1848 -1918,15,Reithofferplatz 5
nach 1945,15,Reithofferplatz 7
1848 -1918,15,Reithofferplatz 9
Keine Angabe,15,Reithofferplatz 10
1848 -1918,15,Reithofferplatz 11
nach 1945,15,Reithofferplatz 12
1848 -1918,15,Reithofferplatz 14
nach 1945,15,Reithofferplatz 15
1848 -1918,15,Schweglerstraße 51
nach 1945,15,Stättermayergasse 28
1848 -1918,15,Stättermayergasse 31
nach 1945,15,Kellinggasse 7
1848 -1918,15,Kellinggasse 8
1848 -1918,15,Kellinggasse 9
1848 -1918,15,Kellinggasse 11
nach 1945,15,Kellinggasse 13
1860-1883,15,Kürnbergergasse 1
nach 1945,15,Kürnbergergasse 3
nach 1945,15,Kürnbergergasse 4
1848 -1918,15,Kürnbergergasse 5
nach 1945,15,Kürnbergergasse 6
1848 -1918,15,Mariahilfer Straße 142 / 1
1848 -1918,15,Mariahilfer Straße 144
1848 -1918,15,Mariahilfer Straße 148
1848 -1918,15,Mariahilfer Straße 152
nach 1945,15,Kellinggasse 6
nach 1945,15,Stättermayergasse 30
nach 1945,15,Kellinggasse 5
nach 1945,15,Kellinggasse 4 A / 2
nach 1945,15,Stättermayergasse 32
1848 -1918,15,Stättermayergasse 33
1848 -1918,15,Stättermayergasse 34
1848 -1918,15,Friedrichsplatz 2
nach 1945,15,Friedrichsplatz 4
nach 1945,15,Friedrichsplatz 5
1848 -1918,15,Clementinengasse 2
nach 1945,15,Clementinengasse 3 / 1
1848 -1918,15,Kellinggasse 1
nach 1945,15,Kellinggasse 3 / 1
nach 1945,15,Kellinggasse 3 / 2
nach 1945,15,Kellinggasse 4 / 1
1848 -1918,15,Mariahilfer Straße 156 - 158 / 1
1848 -1918,15,Schweglerstraße 50
1848 -1918,15,Schweglerstraße 48
nach 1945,15,Preysinggasse 30
1848 -1918,15,Preysinggasse 32
1848 -1918,15,Preysinggasse 34
1848 -1918,15,Preysinggasse 35
1848 -1918,15,Preysinggasse 37
1848 -1918,15,Preysinggasse 39
1848 -1918,15,Preysinggasse 40
1848 -1918,15,Preysinggasse 41
1919 - 1945,15,Preysinggasse 46
nach 1945,15,Preysinggasse 48
1848 -1918,15,Schweglerstraße 1
nach 1945,15,Schweglerstraße 2 - 4
1848 -1918,15,Schweglerstraße 3
nach 1945,15,Preysinggasse 29
1848 -1918,15,Schweglerstraße 5 / 2
nach 1945,15,Preysinggasse 27
1848 -1918,15,Preysinggasse 22
1848 -1918,15,Preysinggasse 4
1848 -1918,15,Preysinggasse 5
1848 -1918,15,Preysinggasse 6
1848 -1918,15,Preysinggasse 7 - 9
1848 -1918,15,Preysinggasse 8
1848 -1918,15,Preysinggasse 10
1848 -1918,15,Preysinggasse 15
nach 1945,15,Preysinggasse 16
1848 -1918,15,Preysinggasse 17 / 1
1848 -1918,15,Preysinggasse 17 / 2
Keine Angabe,15,Preysinggasse 18
1848 -1918,15,Preysinggasse 19
nach 1945,15,Preysinggasse 20
1848 -1918,15,Preysinggasse 20 A
1848 -1918,15,Preysinggasse 21
1848 -1918,15,Preysinggasse 26 - 28
1848 -1918,15,Schweglerstraße 5 / 1
1848 -1918,15,Schweglerstraße 7
1848 -1918,15,Schweglerstraße 28
1848 -1918,15,Schweglerstraße 29
1848 -1918,15,Schweglerstraße 30
1848 -1918,15,Schweglerstraße 31
nach 1945,15,Schweglerstraße 36
1848 -1918,15,Schweglerstraße 37
1848 -1918,15,Schweglerstraße 38
1919 - 1945,15,Schweglerstraße 39
1848 -1918,15,Schweglerstraße 40
1848 -1918,15,Schweglerstraße 42
1919 - 1945,15,Schweglerstraße 43
1848 -1918,15,Schweglerstraße 44
1919 - 1945,15,Schweglerstraße 45
1848 -1918,15,Schweglerstraße 46
1848 -1918,15,Schweglerstraße 47 - 49
nach 1945,15,Schweglerstraße 27
nach 1945,15,Schweglerstraße 6
nach 1945,15,Schweglerstraße 26
nach 1945,15,Schweglerstraße 24
1848 -1918,15,Schweglerstraße 8
1848 -1918,15,Schweglerstraße 9
1848 -1918,15,Schweglerstraße 10
1848 -1918,15,Schweglerstraße 11 - 13
1848 -1918,15,Schweglerstraße 12
1848 -1918,15,Schweglerstraße 14
1848 -1918,15,Schweglerstraße 15
nach 1945,15,Schweglerstraße 16
1848 -1918,15,Schweglerstraße 17
1848 -1918,15,Schweglerstraße 18
1848 -1918,15,Schweglerstraße 19
nach 1945,15,Schweglerstraße 20
1848 -1918,15,Schweglerstraße 21
nach 1945,15,Schweglerstraße 22
nach 1945,15,Schweglerstraße 25
vor 1848,15,Mariahilfer Straße 162
1848 -1918,15,Mariahilfer Straße 166
1848 -1918,15,Mariahilfer Straße 167
1848 -1918,15,Märzstraße 99
1848 -1918,15,Märzstraße 98
1848 -1918,15,Märzstraße 97
1848 -1918,15,Märzstraße 96
1848 -1918,15,Märzstraße 89 - 91
1848 -1918,15,Märzstraße 88
1848 -1918,15,Märzstraße 84
1848 -1918,15,Märzstraße 82
1848 -1918,15,Märzstraße 81
1848 -1918,15,Märzstraße 80
1848 -1918,15,Märzstraße 79
1848 -1918,15,Märzstraße 77
nach 1945,15,Märzstraße 76 - 78 / 4
nach 1945,15,Märzstraße 76 - 78 / 3
nach 1945,15,Märzstraße 76 - 78 / 2
nach 1945,15,Märzstraße 76 - 78 / 1
1848 -1918,15,Märzstraße 100
1848 -1918,15,Märzstraße 103
1919-1945,15,Mareschplatz 3
1919-1945,15,Mareschplatz 2
1919-1945,15,Mareschplatz 1
Keine Angabe,15,Urban-Loritz-Platz M
1848 -1918,15,Märzstraße 122
1848 -1918,15,Märzstraße 116
1848 -1918,15,Märzstraße 114
1848 -1918,15,Märzstraße 113
1848 -1918,15,Märzstraße 112
1848 -1918,15,Märzstraße 110
1848 -1918,15,Märzstraße 108
1848 -1918,15,Märzstraße 106
1848 -1918,15,Märzstraße 105 A
1848 -1918,15,Märzstraße 104
1848 -1918,15,Märzstraße 102
1919-1945,15,Mareschplatz 4
1848 -1918,15,Märzstraße 74
1848 -1918,15,Märzstraße 67
1848 -1918,15,Märzstraße 19
1848 -1918,15,Märzstraße 17
1848 -1918,15,Märzstraße 11
1848 -1918,15,Märzstraße 4
1848 -1918,15,Hanglüßgasse 3
nach 1945,15,Hütteldorfer Straße 101
1848 -1918,15,Hütteldorfer Straße 99
1848 -1918,15,Hütteldorfer Straße 97
1848 -1918,15,Hütteldorfer Straße 93
1848 -1918,15,Hütteldorfer Straße 91
1848 -1918,15,Hütteldorfer Straße 87
nach 1945,15,Hütteldorfer Straße 81 A / 15
nach 1945,15,Hütteldorfer Straße 81 A / 1
1848 -1918,15,Märzstraße 21
1848 -1918,15,Märzstraße 68
nach 1945,15,Märzstraße 23
1848 -1918,15,Märzstraße 29
nach 1945,15,Märzstraße 62
1848 -1918,15,Märzstraße 60
1848 -1918,15,Märzstraße 58
1848 -1918,15,Märzstraße 56
1848 -1918,15,Märzstraße 55
1848 -1918,15,Märzstraße 54
1848 -1918,15,Märzstraße 53
nach 1945,15,Märzstraße 45
1848 -1918,15,Märzstraße 44
1848 -1918,15,Märzstraße 42
1848 -1918,15,Märzstraße 41
1848 -1918,15,Märzstraße 38
1848 -1918,15,Märzstraße 36
1848 -1918,15,Märzstraße 34
1848 -1918,15,Märzstraße 25
1919-1945,15,Mareschplatz 5 A
1919-1945,15,Mareschplatz 5
1919-1945,15,Mareschplatz 6
nach 1945,15,Clementinengasse 11 - 17 / 1
nach 1945,15,Clementinengasse 11 - 17 / 3
nach 1945,15,Clementinengasse 11 - 17 / 4
nach 1945,15,Clementinengasse 11 - 17 / 5
Keine Angabe,15,Clementinengasse 14
Keine Angabe,15,Clementinengasse 18
Keine Angabe,15,Clementinengasse 20
Keine Angabe,15,Clementinengasse 22
1848 -1918,15,Clementinengasse 24
nach 1945,15,Clementinengasse 25
1848 -1918,15,Clementinengasse 26
1848 -1918,15,Clementinengasse 27
1848 -1918,15,Clementinengasse 28
1848 -1918,15,Mariahilfer Gürtel 1
nach 1945,15,Clementinengasse 11 - 17 / 2
1848 -1918,15,Clementinengasse 10
1848 -1918,15,Clementinengasse 8
1848 -1918,15,Mariahilfer Straße 170
1848 -1918,15,Mariahilfer Straße 173 - 175
1848 -1918,15,Mariahilfer Straße 177
nach 1945,15,Mariahilfer Straße 180
1848 -1918,15,Mariahilfer Straße 183
1848 -1918,15,Mariahilfer Straße 203
1848 -1918,15,Mariahilfer Straße 205
